,Gender,Edu_level,Years_experience,Salary,J_Back end Developer,J_Data Analyst,J_Data Scientist,J_Financial Manager,J_Front end Developer,J_Full Stack Engineer,J_Human Resources Manager,J_Junior Sales Associate,J_Marketing Analyst,J_Marketing Coordinator,J_Marketing Manager,J_Operations Manager,J_Product Manager,J_Senior Project Engineer,J_Senior Software Engineer,J_Software Developer,J_Software Engineer,J_Software Engineer Manager,Gender_e
4084,Male,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4085,Female,Master,10.0,110000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4086,Male,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4087,Male,PhD,22.0,220000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,Female,Master,13.0,140000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4090,Male,Bachelor,9.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4091,Female,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4092,Male,PhD,16.0,160000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,Male,Bachelor,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4094,Female,Master,11.0,120000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4095,Male,Bachelor,6.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4097,Male,PhD,15.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,Female,Bachelor,8.0,95000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4099,Male,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4100,Female,Master,10.0,110000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4101,Male,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4102,Male,PhD,22.0,220000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,Female,Master,13.0,140000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4105,Male,Bachelor,9.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4106,Female,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4107,Male,PhD,16.0,160000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Male,Bachelor,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4109,Female,Master,11.0,120000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4110,Male,Bachelor,6.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4112,Male,PhD,15.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,Female,Bachelor,8.0,95000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4114,Male,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4115,Female,Master,10.0,110000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4116,Male,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4117,Male,PhD,22.0,220000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,Female,Master,13.0,140000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4120,Male,Bachelor,9.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4121,Female,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4122,Male,PhD,16.0,160000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,Male,Bachelor,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4124,Female,Master,11.0,120000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4125,Male,Bachelor,6.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4127,Male,PhD,15.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,Female,Bachelor,8.0,95000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4129,Male,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4130,Female,Master,10.0,110000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4131,Male,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4132,Male,PhD,22.0,220000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,Female,Master,13.0,140000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4135,Male,Bachelor,9.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4136,Female,High School,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4137,Male,PhD,16.0,160000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,Male,Bachelor,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4139,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4140,Female,Master,4.0,62000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4141,Male,PhD,13.0,138000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4144,Female,Master,8.0,95000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4145,Male,Bachelor,19.0,174000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4146,Female,Bachelor,2.0,41000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4147,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4149,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4150,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4151,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4152,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4155,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4156,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4157,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4159,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4160,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4162,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4164,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4165,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4166,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4167,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4170,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4171,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4172,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4174,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4175,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4177,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4179,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4180,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4181,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4182,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4185,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4186,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4187,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4189,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4190,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4192,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4194,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4195,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4196,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4197,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4200,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4201,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4202,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4204,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4205,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4207,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4209,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4210,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4211,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4212,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4215,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4216,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4217,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4219,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4220,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4222,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4224,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4225,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4226,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4227,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4230,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4231,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4232,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4234,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4235,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4237,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4239,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4240,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4241,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4242,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4245,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4246,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4247,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4249,Female,Master,12.0,122000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4250,Male,Bachelor,7.0,96000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4252,Male,PhD,16.0,162000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,Female,Bachelor,9.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4254,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4255,Female,Master,11.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4256,Male,Bachelor,5.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4257,Male,PhD,23.0,225000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,Female,Master,14.0,146000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4260,Male,Bachelor,10.0,113000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4261,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4262,Male,PhD,17.0,168000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4264,Female,Master,8.0,95000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4265,Male,PhD,18.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,Female,Bachelor,2.0,41000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4267,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4268,Female,Master,5.0,68000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4269,Male,Bachelor,13.0,127000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4271,Male,PhD,15.0,155000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4273,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4274,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4275,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4276,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4279,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4280,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4281,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4283,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4284,Male,Bachelor,8.0,101000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4286,Male,PhD,18.0,182000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4288,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4289,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4290,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4291,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4294,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4295,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4296,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4298,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4299,Male,Bachelor,8.0,101000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4301,Male,PhD,18.0,182000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4303,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4304,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4305,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4306,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4309,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4310,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4311,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4313,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4314,Male,Bachelor,8.0,101000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4316,Male,PhD,18.0,182000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4318,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4319,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4320,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4321,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4324,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4325,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4326,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4328,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4329,Male,Bachelor,8.0,101000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4331,Male,PhD,18.0,182000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4333,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4334,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4335,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4336,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4339,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4340,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4341,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4343,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4344,Male,Bachelor,8.0,101000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4346,Male,PhD,18.0,182000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,Female,Bachelor,8.0,92000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4348,Male,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4349,Female,Master,12.0,125000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4350,Male,Bachelor,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4351,Male,PhD,24.0,240000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,Female,Master,15.0,152000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4354,Male,Bachelor,11.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4355,Female,High School,1.0,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4356,Male,PhD,19.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,Male,Bachelor,6.0,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4358,Female,Master,13.0,131000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
